ID,POS,CROUTE,PAIRING_START,DUTY_START_FLAG,DUTYDAY,REPORTING,STD,ETD,ATD,STA,ETA,ATA,DDLY,ADLY,S_BLOCK_TIME,A_BLOCK_TIME,PRED_BDDLY,PRED_BLOCK_TIME_DELAY,PRED_TAT_DELAY,DEP,ARR,LEG_FLT,LEGSTATUS,ACTYPE,TAIL,TAIL_SWAP,PAX,PREV_PAX,DOM_INT,Q_INDICATOR,C_INDICATOR,P_INDICATOR,DUTY_ID,SEQUENCE,SEQUENCE_REV,OPS_SEQUENCE_REV,IS_PART_OF_FDP,FIRST_LEG_DH,LAST_LEG_DH,PREV_ARR,ACTUAL_TAT,SCHEDULED_TAT,60_PCTL_BDDLY,70_PCTL_BDDLY,60_PCTL_ATAT,70_PCTL_ATAT,60_PCTL_ABT,70_PCTL_ABT,PREV_ARR_WINDOW,S_DEP_WINDOW,A_DEP_WINDOW,IS_HISTORICAL_DATA,CREATED_AT_IST,CREATED_AT_IST_DAY
88517,2,1199,2026-04-10,0,2026-04-11,,2026-04-11T19:10:00Z,2026-04-11T20:10:00Z,2026-04-11T20:07:00Z,2026-04-11T20:40:00Z,2026-04-11T22:21:00Z,2026-04-11T22:19:00Z,57,99,90,132,0,42,0,AMD,NMI,7018,0,ATR,VTIYO,0,0,0,DOM,0,0,0,3,3,2,2,1,0,0,AMD,30,30,0,0,32,34,132,132,19,19,20,,2026-04-15T21:17:28Z,2026-04-15
71977,2,1199,2026-04-09,0,2026-04-10,,2026-04-10T19:10:00Z,2026-04-10T19:30:00Z,2026-04-10T19:33:00Z,2026-04-10T20:40:00Z,2026-04-10T21:16:00Z,2026-04-10T21:16:00Z,23,36,90,103,0,13,5,AMD,NMI,7018,0,ATR,VTIRE,0,0,0,DOM,0,0,0,5,3,2,2,1,0,0,AMD,35,30,0,0,27,27,103,103,18,19,19,,2026-04-15T21:17:28Z,2026-04-15
49568,1,1199,2026-04-13,0,2026-04-14,,2026-04-14T19:10:00Z,2026-04-14T19:25:00Z,2026-04-14T19:23:00Z,2026-04-14T20:40:00Z,2026-04-14T21:08:00Z,2026-04-14T21:07:00Z,13,27,90,104,0,14,-3,AMD,NMI,7018,0,ATR,VTIYO,0,0,0,DOM,0,0,0,5,3,2,2,1,0,0,AMD,27,30,0,0,27,27,103,103,18,19,19,1,2026-04-15T21:17:28Z,2026-04-15
76960,2,1199,2026-04-05,0,2026-04-06,,2026-04-06T19:10:00Z,2026-04-06T19:25:00Z,2026-04-06T19:11:00Z,2026-04-06T20:40:00Z,2026-04-06T20:54:00Z,2026-04-06T20:53:00Z,1,13,90,102,0,12,-7,AMD,NMI,7018,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,3,2,2,1,0,0,AMD,23,30,0,0,27,27,103,103,18,19,19,,2026-04-15T21:17:28Z,2026-04-15
56827,1,1199,2026-04-09,0,2026-04-10,,2026-04-10T19:10:00Z,2026-04-10T19:30:00Z,2026-04-10T19:33:00Z,2026-04-10T20:40:00Z,2026-04-10T21:16:00Z,2026-04-10T21:16:00Z,23,36,90,103,0,13,5,AMD,NMI,7018,0,ATR,VTIRE,0,0,0,DOM,0,0,0,5,3,2,2,1,0,0,AMD,35,30,0,0,27,27,103,103,18,19,19,1,2026-04-15T21:17:28Z,2026-04-15
85872,2,1199,2026-04-12,0,2026-04-13,,2026-04-13T19:10:00Z,2026-04-13T19:20:00Z,2026-04-13T19:13:00Z,2026-04-13T20:40:00Z,2026-04-13T20:51:00Z,2026-04-13T20:55:00Z,3,15,90,102,0,12,-4,AMD,NMI,7018,0,ATR,VTIRO,0,0,0,DOM,0,0,0,4,3,2,2,1,0,0,AMD,26,30,0,0,27,27,103,103,18,19,19,,2026-04-15T21:17:28Z,2026-04-15
30009,1,1199,2026-04-12,0,2026-04-13,,2026-04-13T19:10:00Z,2026-04-13T19:20:00Z,2026-04-13T19:13:00Z,2026-04-13T20:40:00Z,2026-04-13T20:51:00Z,2026-04-13T20:55:00Z,3,15,90,102,0,12,-4,AMD,NMI,7018,0,ATR,VTIRO,0,0,0,DOM,0,0,0,5,3,2,2,1,0,0,AMD,26,30,0,0,27,27,103,103,18,19,19,1,2026-04-15T21:17:28Z,2026-04-15
30009,1,1199,2026-04-05,0,2026-04-06,,2026-04-06T19:10:00Z,2026-04-06T19:25:00Z,2026-04-06T19:11:00Z,2026-04-06T20:40:00Z,2026-04-06T20:54:00Z,2026-04-06T20:53:00Z,1,13,90,102,0,12,-7,AMD,NMI,7018,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,3,2,2,1,0,0,AMD,23,30,0,0,27,27,103,103,18,19,19,,2026-04-15T21:17:28Z,2026-04-15
67038,2,1199,2026-04-13,0,2026-04-14,,2026-04-14T19:10:00Z,2026-04-14T19:25:00Z,2026-04-14T19:23:00Z,2026-04-14T20:40:00Z,2026-04-14T21:08:00Z,2026-04-14T21:07:00Z,13,27,90,104,0,14,-3,AMD,NMI,7018,0,ATR,VTIYO,0,0,0,DOM,0,0,0,6,3,2,2,1,0,0,AMD,27,30,0,0,27,27,103,103,18,19,19,,2026-04-15T21:17:28Z,2026-04-15
78812,2,1199,2026-04-04,0,2026-04-05,,2026-04-05T19:10:00Z,2026-04-05T19:55:00Z,2026-04-05T19:49:00Z,2026-04-05T20:40:00Z,2026-04-05T21:32:00Z,2026-04-05T21:30:00Z,39,50,90,101,0,11,-5,AMD,NMI,7018,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,3,2,2,1,0,0,AMD,25,30,0,0,32,34,103,103,19,19,19,,2026-04-15T21:17:28Z,2026-04-15
80859,1,1199,2026-04-03,0,2026-04-04,,2026-04-04T19:10:00Z,2026-04-04T19:55:00Z,2026-04-04T19:34:00Z,2026-04-04T20:40:00Z,2026-04-04T21:18:00Z,2026-04-04T21:16:00Z,24,36,90,102,0,12,3,AMD,NMI,7018,0,ATR,VTIYG,0,0,0,DOM,0,0,0,2,3,2,2,1,0,0,AMD,33,30,0,0,32,34,103,103,19,19,19,,2026-04-15T21:17:28Z,2026-04-15
89626,2,1199,2026-04-07,0,2026-04-08,,2026-04-08T19:10:00Z,2026-04-08T19:45:00Z,2026-04-08T19:40:00Z,2026-04-08T20:40:00Z,2026-04-08T21:24:00Z,2026-04-08T21:26:00Z,30,46,90,106,0,16,-8,AMD,NMI,7018,0,ATR,VTIYE,0,0,0,DOM,0,0,0,4,3,2,2,1,0,0,AMD,22,30,0,0,32,34,103,103,19,19,19,,2026-04-15T21:17:28Z,2026-04-15
37566,1,1199,2026-04-07,0,2026-04-08,,2026-04-08T19:10:00Z,2026-04-08T19:45:00Z,2026-04-08T19:40:00Z,2026-04-08T20:40:00Z,2026-04-08T21:24:00Z,2026-04-08T21:26:00Z,30,46,90,106,0,16,-8,AMD,NMI,7018,0,ATR,VTIYE,0,0,0,DOM,0,0,0,4,3,2,2,1,0,0,AMD,22,30,0,0,32,34,103,103,19,19,19,1,2026-04-15T21:17:28Z,2026-04-15
82998,2,1199,2026-04-11,0,2026-04-12,,2026-04-12T19:10:00Z,2026-04-12T19:30:00Z,2026-04-12T19:31:00Z,2026-04-12T20:40:00Z,2026-04-12T21:06:00Z,2026-04-12T21:03:00Z,21,23,90,92,0,2,-4,AMD,NMI,7018,0,ATR,VTIRQ,0,0,0,DOM,0,0,0,4,3,2,2,1,0,0,AMD,26,30,0,0,32,34,103,103,19,19,19,,2026-04-15T21:17:28Z,2026-04-15
71977,2,1199,2026-04-09,0,2026-04-10,,2026-04-10T21:10:00Z,2026-04-10T21:45:00Z,2026-04-10T21:39:00Z,2026-04-10T22:35:00Z,2026-04-10T23:16:00Z,2026-04-10T23:21:00Z,29,46,85,102,0,17,-7,NMI,AMD,7017,0,ATR,VTIRE,0,0,0,DOM,0,0,0,5,4,1,1,1,0,0,NMI,23,30,0,0,28,28,96,102,21,21,21,,2026-04-15T21:17:28Z,2026-04-15
49568,1,1199,2026-04-13,0,2026-04-14,,2026-04-14T21:10:00Z,2026-04-14T21:40:00Z,2026-04-14T21:37:00Z,2026-04-14T22:35:00Z,2026-04-14T23:09:00Z,2026-04-14T23:08:00Z,27,33,85,91,0,6,0,NMI,AMD,7017,0,ATR,VTIYO,0,0,0,DOM,0,0,0,5,4,1,1,1,0,0,NMI,30,30,0,0,28,28,96,102,21,21,21,1,2026-04-15T21:17:28Z,2026-04-15
78812,2,1199,2026-04-04,0,2026-04-05,,2026-04-05T21:10:00Z,2026-04-05T22:00:00Z,2026-04-05T22:01:00Z,2026-04-05T22:35:00Z,2026-04-05T23:37:00Z,2026-04-05T23:48:00Z,51,73,85,107,0,22,1,NMI,AMD,7017,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,4,1,1,1,0,0,NMI,31,30,0,0,28,28,104,104,21,21,22,,2026-04-15T21:17:28Z,2026-04-15
80859,1,1199,2026-04-03,0,2026-04-04,,2026-04-04T21:10:00Z,2026-04-04T22:00:00Z,2026-04-04T22:13:00Z,2026-04-04T22:35:00Z,2026-04-04T23:44:00Z,2026-04-04T23:43:00Z,63,68,85,90,0,5,27,NMI,AMD,7017,0,ATR,VTIYG,0,0,0,DOM,0,0,0,2,4,1,1,1,0,0,NMI,57,30,0,0,28,28,104,104,21,21,22,,2026-04-15T21:17:28Z,2026-04-15
89626,2,1199,2026-04-07,0,2026-04-08,,2026-04-08T21:10:00Z,2026-04-08T21:55:00Z,2026-04-08T21:47:00Z,2026-04-08T22:35:00Z,2026-04-08T23:32:00Z,2026-04-08T23:35:00Z,37,60,85,108,0,23,-9,NMI,AMD,7017,0,ATR,VTIYE,0,0,0,DOM,0,0,0,4,4,1,1,1,0,0,NMI,21,30,0,0,28,28,96,102,21,21,21,,2026-04-15T21:17:28Z,2026-04-15
56827,1,1199,2026-04-09,0,2026-04-10,,2026-04-10T21:10:00Z,2026-04-10T21:45:00Z,2026-04-10T21:39:00Z,2026-04-10T22:35:00Z,2026-04-10T23:16:00Z,2026-04-10T23:21:00Z,29,46,85,102,0,17,-7,NMI,AMD,7017,0,ATR,VTIRE,0,0,0,DOM,0,0,0,5,4,1,1,1,0,0,NMI,23,30,0,0,28,28,96,102,21,21,21,1,2026-04-15T21:17:28Z,2026-04-15
37566,1,1199,2026-04-07,0,2026-04-08,,2026-04-08T21:10:00Z,2026-04-08T21:55:00Z,2026-04-08T21:47:00Z,2026-04-08T22:35:00Z,2026-04-08T23:32:00Z,2026-04-08T23:35:00Z,37,60,85,108,0,23,-9,NMI,AMD,7017,0,ATR,VTIYE,0,0,0,DOM,0,0,0,4,4,1,1,1,0,0,NMI,21,30,0,0,28,28,96,102,21,21,21,1,2026-04-15T21:17:28Z,2026-04-15
82998,2,1199,2026-04-11,0,2026-04-12,,2026-04-12T21:10:00Z,2026-04-12T21:40:00Z,2026-04-12T21:31:00Z,2026-04-12T22:35:00Z,2026-04-12T23:07:00Z,2026-04-12T23:07:00Z,21,32,85,96,0,11,-2,NMI,AMD,7017,0,ATR,VTIRQ,0,0,0,DOM,0,0,0,4,4,1,1,1,0,0,NMI,28,30,0,0,28,28,96,102,21,21,21,,2026-04-15T21:17:28Z,2026-04-15
67038,2,1199,2026-04-13,0,2026-04-14,,2026-04-14T21:10:00Z,2026-04-14T21:40:00Z,2026-04-14T21:37:00Z,2026-04-14T22:35:00Z,2026-04-14T23:09:00Z,2026-04-14T23:08:00Z,27,33,85,91,0,6,0,NMI,AMD,7017,0,ATR,VTIYO,0,0,0,DOM,0,0,0,6,4,1,1,1,0,0,NMI,30,30,0,0,28,28,96,102,21,21,21,,2026-04-15T21:17:28Z,2026-04-15
76960,2,1199,2026-04-05,0,2026-04-06,,2026-04-06T21:10:00Z,2026-04-06T21:20:00Z,2026-04-06T21:18:00Z,2026-04-06T22:35:00Z,2026-04-06T22:51:00Z,2026-04-06T22:54:00Z,8,19,85,96,0,11,-5,NMI,AMD,7017,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,4,1,1,1,0,0,NMI,25,30,0,0,60,60,96,102,20,21,21,,2026-04-15T21:17:28Z,2026-04-15
85872,2,1199,2026-04-12,0,2026-04-13,,2026-04-13T21:10:00Z,2026-04-13T21:20:00Z,2026-04-13T21:17:00Z,2026-04-13T22:35:00Z,2026-04-13T22:48:00Z,2026-04-13T22:50:00Z,7,15,85,93,0,8,-8,NMI,AMD,7017,0,ATR,VTIRO,0,0,0,DOM,0,0,0,4,4,1,1,1,0,0,NMI,22,30,0,0,60,60,96,102,20,21,21,,2026-04-15T21:17:28Z,2026-04-15
30009,1,1199,2026-04-12,0,2026-04-13,,2026-04-13T21:10:00Z,2026-04-13T21:20:00Z,2026-04-13T21:17:00Z,2026-04-13T22:35:00Z,2026-04-13T22:48:00Z,2026-04-13T22:50:00Z,7,15,85,93,0,8,-8,NMI,AMD,7017,0,ATR,VTIRO,0,0,0,DOM,0,0,0,5,4,1,1,1,0,0,NMI,22,30,0,0,60,60,96,102,20,21,21,1,2026-04-15T21:17:28Z,2026-04-15
30009,1,1199,2026-04-05,0,2026-04-06,,2026-04-06T21:10:00Z,2026-04-06T21:20:00Z,2026-04-06T21:18:00Z,2026-04-06T22:35:00Z,2026-04-06T22:51:00Z,2026-04-06T22:54:00Z,8,19,85,96,0,11,-5,NMI,AMD,7017,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,4,1,1,1,0,0,NMI,25,30,0,0,60,60,96,102,20,21,21,,2026-04-15T21:17:28Z,2026-04-15
88517,2,1199,2026-04-10,0,2026-04-11,,2026-04-11T21:10:00Z,2026-04-11T22:50:00Z,2026-04-11T22:51:00Z,2026-04-11T22:35:00Z,2026-04-12T00:28:00Z,2026-04-12T00:35:00Z,101,120,85,104,0,19,2,NMI,AMD,7017,0,ATR,VTIYO,0,0,0,DOM,0,0,0,3,4,1,1,1,0,0,NMI,32,30,0,0,60,60,104,104,22,21,22,,2026-04-15T21:17:28Z,2026-04-15
43904,2,3909,2026-04-15,0,2026-04-15,,2026-04-15T14:40:00Z,2026-04-15T14:55:00Z,2026-04-15T15:07:00Z,2026-04-15T16:55:00Z,2026-04-15T17:21:00Z,2026-04-15T17:23:00Z,27,28,135,136,0,1,13,HYD,DEL,711,0,321,VTIWS,0,0,0,DOM,0,0,0,7,2,1,1,1,0,0,HYD,53,40,0,0,53,54,169,169,14,14,15,,2026-04-15T21:17:28Z,2026-04-15
15088,1,3909,2026-04-03,0,2026-04-03,,2026-04-03T14:40:00Z,2026-04-03T15:00:00Z,2026-04-03T14:58:00Z,2026-04-03T16:55:00Z,2026-04-03T17:04:00Z,2026-04-03T17:07:00Z,18,12,135,129,0,-6,-1,HYD,DEL,711,0,321,VTNCW,0,0,0,DOM,0,0,0,1,2,1,1,1,0,0,HYD,39,40,0,0,53,54,150,150,14,14,14,,2026-04-15T21:17:28Z,2026-04-15
18381,1,3909,2026-04-10,0,2026-04-10,,2026-04-10T14:40:00Z,2026-04-10T15:05:00Z,2026-04-10T15:22:00Z,2026-04-10T16:55:00Z,2026-04-10T17:51:00Z,2026-04-10T17:56:00Z,42,61,135,154,0,19,14,HYD,DEL,711,0,321,VTNHC,0,0,0,DOM,0,0,0,5,2,1,1,1,0,0,HYD,54,40,0,0,53,54,169,169,14,14,15,1,2026-04-15T21:17:28Z,2026-04-15
18481,1,3909,2026-04-15,0,2026-04-15,,2026-04-15T14:40:00Z,2026-04-15T14:55:00Z,2026-04-15T15:07:00Z,2026-04-15T16:55:00Z,2026-04-15T17:21:00Z,2026-04-15T17:23:00Z,27,28,135,136,0,1,13,HYD,DEL,711,0,321,VTIWS,0,0,0,DOM,0,0,0,9,2,1,1,1,0,0,HYD,53,40,0,0,53,54,169,169,14,14,15,1,2026-04-15T21:17:28Z,2026-04-15
21516,1,3909,2026-04-05,0,2026-04-05,,2026-04-05T14:40:00Z,2026-04-05T14:55:00Z,2026-04-05T15:08:00Z,2026-04-05T16:55:00Z,2026-04-05T17:36:00Z,2026-04-05T17:41:00Z,28,46,135,153,0,18,20,HYD,DEL,711,0,321,VTNCZ,0,0,0,DOM,0,0,0,3,2,1,1,1,0,0,HYD,60,40,0,0,53,54,169,169,14,14,15,,2026-04-15T21:17:28Z,2026-04-15
62973,2,3909,2026-04-07,0,2026-04-07,,2026-04-07T20:00:00Z,2026-04-07T21:20:00Z,2026-04-07T21:16:00Z,2026-04-07T21:20:00Z,2026-04-07T23:03:00Z,2026-04-07T23:04:00Z,76,104,80,108,0,28,-9,UDR,DEL,6229,0,320,VTIIA,0,0,0,DOM,0,0,0,3,4,1,1,1,0,0,UDR,26,35,0,0,60,60,,,20,20,21,,2026-04-15T21:17:28Z,2026-04-15
22452,1,3909,2026-04-11,0,2026-04-11,,2026-04-11T20:00:00Z,2026-04-11T20:35:00Z,2026-04-11T20:51:00Z,2026-04-11T21:20:00Z,2026-04-11T22:05:00Z,2026-04-11T22:12:00Z,51,52,80,81,0,1,17,UDR,DEL,6229,0,320,VTIKK,0,0,0,DOM,0,0,0,4,4,1,1,1,0,0,UDR,52,35,0,0,33,36,81,81,19,20,20,1,2026-04-15T21:17:28Z,2026-04-15
64998,2,3909,2026-04-04,0,2026-04-04,,2026-04-04T20:00:00Z,2026-04-04T20:10:00Z,2026-04-04T20:16:00Z,2026-04-04T21:20:00Z,2026-04-04T21:30:00Z,2026-04-04T21:33:00Z,16,13,80,77,0,-3,1,UDR,DEL,6229,0,320,VTIQI,0,0,0,DOM,0,0,0,1,4,1,1,1,0,0,UDR,36,35,0,0,33,36,81,81,19,20,20,,2026-04-15T21:17:28Z,2026-04-15
69116,2,3909,2026-04-12,0,2026-04-12,,2026-04-12T20:00:00Z,2026-04-12T20:25:00Z,2026-04-12T20:24:00Z,2026-04-12T21:20:00Z,2026-04-12T21:41:00Z,2026-04-12T21:45:00Z,24,25,80,81,0,1,1,UDR,DEL,6229,0,320,VTIKK,0,0,0,DOM,0,0,0,5,4,1,1,1,0,0,UDR,36,35,0,0,33,36,81,81,19,20,20,,2026-04-15T21:17:28Z,2026-04-15
78812,2,1199,2026-04-14,0,2026-04-15,,2026-04-15T17:30:00Z,2026-04-15T17:55:00Z,2026-04-15T17:43:00Z,2026-04-15T18:40:00Z,2026-04-15T18:56:00Z,2026-04-15T18:57:00Z,13,17,70,74,0,4,1,ISK,AMD,7219,0,ATR,VTIYP,0,0,0,DOM,0,0,0,6,2,1,1,1,0,0,ISK,21,20,0,0,21,21,81,81,17,17,17,,2026-04-15T21:17:28Z,2026-04-15
35925,1,4681,2026-04-06,0,2026-04-06,,2026-04-06T16:55:00Z,2026-04-06T17:25:00Z,2026-04-06T17:15:00Z,2026-04-06T19:15:00Z,2026-04-06T19:20:00Z,2026-04-06T19:28:00Z,20,13,140,133,0,-7,-13,AMD,BLR,863,0,320,VTIAX,0,0,0,DOM,0,0,0,3,4,1,1,1,0,0,AMD,42,55,0,0,45,51,137,137,16,16,17,,2026-04-15T21:17:28Z,2026-04-15
78919,2,4681,2026-04-06,0,2026-04-06,,2026-04-06T16:55:00Z,2026-04-06T17:25:00Z,2026-04-06T17:15:00Z,2026-04-06T19:15:00Z,2026-04-06T19:20:00Z,2026-04-06T19:28:00Z,20,13,140,133,0,-7,-13,AMD,BLR,863,0,320,VTIAX,0,0,0,DOM,0,0,0,3,4,1,1,1,0,0,AMD,42,55,0,0,45,51,137,137,16,16,17,,2026-04-15T21:17:28Z,2026-04-15
37552,1,F9271,2026-04-08,0,2026-04-08,,2026-04-09T04:00:00Z,2026-04-09T04:35:00Z,2026-04-09T04:32:00Z,2026-04-09T06:05:00Z,2026-04-09T06:58:00Z,2026-04-09T06:58:00Z,32,53,125,146,0,21,55,CCU,DEL,9423,0,321,VTIKW,1,0,1,DOM,0,0,0,5,2,1,1,1,0,0,CCU,290,235,0,0,60,60,146,146,23,4,4,1,2026-04-15T21:17:28Z,2026-04-15
89774,2,F9271,2026-04-08,0,2026-04-08,,2026-04-09T04:00:00Z,2026-04-09T04:35:00Z,2026-04-09T04:32:00Z,2026-04-09T06:05:00Z,2026-04-09T06:58:00Z,2026-04-09T06:58:00Z,32,53,125,146,0,21,55,CCU,DEL,9423,0,321,VTIKW,1,0,1,DOM,0,0,0,1,2,1,1,1,0,0,CCU,290,235,0,0,60,60,146,146,23,4,4,,2026-04-15T21:17:28Z,2026-04-15
39854,1,3909,2026-04-09,0,2026-04-09,,2026-04-09T14:40:00Z,2026-04-09T14:55:00Z,2026-04-09T14:56:00Z,2026-04-09T16:55:00Z,2026-04-09T17:16:00Z,2026-04-09T17:19:00Z,16,24,135,143,0,8,3,HYD,DEL,711,0,321,VTNCD,0,0,0,DOM,0,0,0,4,2,3,3,1,0,0,HYD,43,40,0,0,53,54,150,150,14,14,14,1,2026-04-15T21:17:28Z,2026-04-15
62973,2,3909,2026-04-07,0,2026-04-07,,2026-04-07T14:40:00Z,2026-04-07T15:10:00Z,2026-04-07T15:06:00Z,2026-04-07T16:55:00Z,2026-04-07T17:39:00Z,2026-04-07T17:44:00Z,26,49,135,158,0,23,1,HYD,DEL,711,0,321,VTNCW,0,0,0,DOM,0,0,0,3,2,3,3,1,0,0,HYD,41,40,0,0,53,54,169,169,14,14,15,,2026-04-15T21:17:28Z,2026-04-15
64998,2,3909,2026-04-04,0,2026-04-04,,2026-04-04T14:40:00Z,2026-04-04T15:00:00Z,2026-04-04T15:05:00Z,2026-04-04T16:55:00Z,2026-04-04T17:15:00Z,2026-04-04T17:19:00Z,25,24,135,134,0,-1,2,HYD,DEL,711,0,321,VTICM,0,0,0,DOM,0,0,0,1,2,3,3,1,0,0,HYD,42,40,0,0,53,54,169,169,14,14,15,,2026-04-15T21:17:28Z,2026-04-15
69116,2,3909,2026-04-12,0,2026-04-12,,2026-04-12T14:40:00Z,2026-04-12T15:00:00Z,2026-04-12T14:53:00Z,2026-04-12T16:55:00Z,2026-04-12T17:08:00Z,2026-04-12T17:11:00Z,13,16,135,138,0,3,12,HYD,DEL,711,0,321,VTNHE,0,0,0,DOM,0,0,0,5,2,3,3,1,0,0,HYD,52,40,0,0,53,54,150,150,14,14,14,,2026-04-15T21:17:28Z,2026-04-15
22452,1,3909,2026-04-11,0,2026-04-11,,2026-04-11T14:40:00Z,2026-04-11T14:55:00Z,2026-04-11T14:53:00Z,2026-04-11T16:55:00Z,2026-04-11T17:07:00Z,2026-04-11T17:15:00Z,13,20,135,142,0,7,16,HYD,DEL,711,0,321,VTICH,0,0,0,DOM,0,0,0,4,2,3,3,1,0,0,HYD,56,40,0,0,52,57,150,150,13,14,14,1,2026-04-15T21:17:28Z,2026-04-15
22452,1,3909,2026-04-11,0,2026-04-11,,2026-04-11T18:10:00Z,2026-04-11T18:25:00Z,2026-04-11T18:36:00Z,2026-04-11T19:25:00Z,2026-04-11T20:02:00Z,2026-04-11T19:59:00Z,26,34,75,83,0,8,6,DEL,UDR,6228,0,320,VTIKK,1,0,0,DOM,0,0,0,4,3,2,2,1,0,0,DEL,81,75,0,0,100,109,78,83,17,18,18,1,2026-04-15T21:17:28Z,2026-04-15
62973,2,3909,2026-04-07,0,2026-04-07,,2026-04-07T18:10:00Z,2026-04-07T19:00:00Z,2026-04-07T19:19:00Z,2026-04-07T19:25:00Z,2026-04-07T20:52:00Z,2026-04-07T20:50:00Z,69,85,75,91,0,16,20,DEL,UDR,6228,0,320,VTIIA,1,0,0,DOM,0,0,0,3,3,2,2,1,0,0,DEL,95,75,0,0,100,109,,,17,18,19,,2026-04-15T21:17:28Z,2026-04-15
69116,2,3909,2026-04-12,0,2026-04-12,,2026-04-12T18:10:00Z,2026-04-12T18:40:00Z,2026-04-12T18:36:00Z,2026-04-12T19:25:00Z,2026-04-12T19:50:00Z,2026-04-12T19:48:00Z,26,23,75,72,0,-3,10,DEL,UDR,6228,0,320,VTIKK,1,0,0,DOM,0,0,0,5,3,2,2,1,0,0,DEL,85,75,0,0,100,109,78,83,17,18,18,,2026-04-15T21:17:28Z,2026-04-15
35925,1,4681,2026-04-06,0,2026-04-06,,2026-04-06T13:55:00Z,2026-04-06T14:05:00Z,2026-04-06T14:15:00Z,2026-04-06T16:00:00Z,2026-04-06T16:33:00Z,2026-04-06T16:33:00Z,20,33,125,138,0,13,18,BLR,AMD,6595,0,320,VTIAX,1,0,0,DOM,0,0,0,3,3,2,2,1,0,0,BLR,78,60,0,0,138,154,140,140,12,13,14,,2026-04-15T21:17:28Z,2026-04-15
78919,2,4681,2026-04-06,0,2026-04-06,,2026-04-06T13:55:00Z,2026-04-06T14:05:00Z,2026-04-06T14:15:00Z,2026-04-06T16:00:00Z,2026-04-06T16:33:00Z,2026-04-06T16:33:00Z,20,33,125,138,0,13,18,BLR,AMD,6595,0,320,VTIAX,1,0,0,DOM,0,0,0,3,3,2,2,1,0,0,BLR,78,60,0,0,138,154,140,140,12,13,14,,2026-04-15T21:17:28Z,2026-04-15
49568,1,1199,2026-04-13,0,2026-04-14,,2026-04-14T17:30:00Z,2026-04-14T17:30:00Z,2026-04-14T17:40:00Z,2026-04-14T18:40:00Z,2026-04-14T18:56:00Z,2026-04-14T18:56:00Z,10,16,70,76,0,6,10,ISK,AMD,7219,0,ATR,VTIYO,0,0,0,DOM,0,0,0,5,2,3,3,1,0,0,ISK,30,20,0,0,21,21,81,81,17,17,17,1,2026-04-15T21:17:28Z,2026-04-15
80859,1,1199,2026-04-03,0,2026-04-04,,2026-04-04T17:30:00Z,2026-04-04T17:50:00Z,2026-04-04T17:48:00Z,2026-04-04T18:40:00Z,2026-04-04T19:02:00Z,2026-04-04T19:01:00Z,18,21,70,73,0,3,-1,ISK,AMD,7219,0,ATR,VTIYG,0,0,0,DOM,0,0,0,2,2,3,3,1,0,0,ISK,19,20,0,0,21,21,81,81,17,17,17,,2026-04-15T21:17:28Z,2026-04-15
76960,2,1199,2026-04-05,0,2026-04-06,,2026-04-06T17:30:00Z,2026-04-06T17:40:00Z,2026-04-06T17:31:00Z,2026-04-06T18:40:00Z,2026-04-06T18:48:00Z,2026-04-06T18:48:00Z,1,8,70,77,0,7,1,ISK,AMD,7219,0,ATR,VTIYJ,0,0,0,DOM,0,0,0,2,2,3,3,1,0,0,ISK,21,20,0,0,21,21,81,81,17,17,17,,2026-04-15T21:17:28Z,2026-04-15
89626,2,1199,2026-04-07,0,2026-04-08,,2026-04-08T17:30:00Z,2026-04-08T17:50:00Z,2026-04-08T17:51:00Z,2026-04-08T18:40:00Z,2026-04-08T19:16:00Z,2026-04-08T19:18:00Z,21,38,70,87,0,17,-3,ISK,AMD,7219,0,ATR,VTIYE,0,0,0,DOM,0,0,0,4,2,3,3,1,0,0,ISK,17,20,0,0,21,21,81,81,17,17,17,,2026-04-15T21:17:28Z,2026-04-15
85872,2,1199,2026-04-12,0,2026-04-13,,2026-04-13T17:30:00Z,2026-04-13T17:35:00Z,2026-04-13T17:30:00Z,2026-04-13T18:40:00Z,2026-04-13T18:48:00Z,2026-04-13T18:47:00Z,0,7,70,77,0,7,1,ISK,AMD,7219,0,ATR,VTIRO,0,0,0,DOM,0,0,0,4,2,3,3,1,0,0,ISK,21,20,0,0,21,21,81,81,17,17,17,,2026-04-15T21:17:28Z,2026-04-15
37566,1,1199,2026-04-07,0,2026-04-08,,2026-04-08T17:30:00Z,2026-04-08T17:50:00Z,2026-04-08T17:51:00Z,2026-04-08T18:40:00Z,2026-04-08T19:16:00Z,2026-04-08T19:18:00Z,21,38,70,87,0,17,-3,ISK,AMD,7219,0,ATR,VTIYE,0,0,0,DOM,0,0,0,4,2,3,3,1,0,0,ISK,17,20,0,0,21,21,81,81,17,17,17,1,2026-04-15T21:17:28Z,2026-04-15
