RunIndex,CROUTE,LegIndex,LegName,STD_IST,STD,CP,FO,is_L4,CPChange,FOChange,CRITICALITY,SECTORS,Explanation,CP_ST,FO_ST,OPS_LEGS,ALLOWABLE_FDP,SCHEDULED_FDP,ACTUAL_FDP,PREDICTED_FDP,FDP_VARIANCE,ALLOWABLE_FT,SCHEDULED_FT,PREDICTED_FT,FT_VARIANCE,NIGHT_LANDINGS_VARIANCE,NIGHT_FDP_VARIANCE,CRITICALITY_SCORE,COMMENT,DUTYDAY,DUTY,REPORTING_STATUS,REPORTING,ETA_STA,PREDICTED_FDP_END,CRITICALITY_ST,FLEET,SECTORS_ST,CREATED_AT_IST,CREATED_AT_IST_DAY
11,4681,0,BLR-BOM,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40204.0,85106,,False,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
11,4681,1,BOM-🛧BLR,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40784.0,85106,,True,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
11,4681,2,🛧BLR-AMD,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40204.0,85106,,True,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
11,4681,3,AMD-BLR,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40784.0,85106,,True,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
12,4681,0,BLR-BOM,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40784.0,85106,,False,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
12,4681,1,BOM-🛧BLR,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40204.0,85106,,True,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
12,4681,2,🛧BLR-AMD,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40204.0,85106,,False,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
12,4681,3,AMD-BLR,2026-04-26 14:00:00,2026-04-26T08:30:00Z,40204.0,85106,,False,False,L4,BLR-BOM-🛧BLR-AMD-BLR,,40427.48623853211,85106.0,3.0,12.5,11.75,11.62461773700306,12.870642201834864,-0.3706422018348625,8.0,6.333333333333333,6.169877675840978,1.8301223241590219,,,78.11595509545349,,2026-04-26,40204:6-85106:8,Yet to Report,2026-04-26T07:30:00Z,2026-04-26T19:05:00Z,2026-04-26T20:19:00Z,L4,Airbus,BLR-BOM-🛧BLR-AMD-BLR,2026-04-26T00:17:46Z,2026-04-26
0,1199,0,HYD-ISK,2026-04-25 21:05:00,2026-04-25T15:35:00Z,66608.0,71977,,False,False,L4,HYD-ISK-AMD-NMI-AMD,,66608.0,71977.0,4.0,12.0,7.75,7.8265199161425585,9.786163522012579,2.213836477987422,8.0,5.666666666666667,6.663941299790356,1.3360587002096433,-1.0,0.21383647798742128,90.41155354327411,,2026-04-25,66608:7-71977:5,Yet to Report,2026-04-25T14:50:00Z,2026-04-25T22:35:00Z,2026-04-26T00:38:00Z,L4,ATR,HYD-ISK-AMD-NMI-AMD,2026-04-24T00:35:17Z,2026-04-24
0,1199,1,ISK-AMD,2026-04-25 21:05:00,2026-04-25T15:35:00Z,66608.0,71977,,False,False,L4,HYD-ISK-AMD-NMI-AMD,,66608.0,71977.0,4.0,12.0,7.75,7.8265199161425585,9.786163522012579,2.213836477987422,8.0,5.666666666666667,6.663941299790356,1.3360587002096433,-1.0,0.21383647798742128,90.41155354327411,,2026-04-25,66608:7-71977:5,Yet to Report,2026-04-25T14:50:00Z,2026-04-25T22:35:00Z,2026-04-26T00:38:00Z,L4,ATR,HYD-ISK-AMD-NMI-AMD,2026-04-24T00:35:17Z,2026-04-24
0,1199,2,AMD-NMI,2026-04-25 21:05:00,2026-04-25T15:35:00Z,66608.0,71977,,False,False,L4,HYD-ISK-AMD-NMI-AMD,,66608.0,71977.0,4.0,12.0,7.75,7.8265199161425585,9.786163522012579,2.213836477987422,8.0,5.666666666666667,6.663941299790356,1.3360587002096433,-1.0,0.21383647798742128,90.41155354327411,,2026-04-25,66608:7-71977:5,Yet to Report,2026-04-25T14:50:00Z,2026-04-25T22:35:00Z,2026-04-26T00:38:00Z,L4,ATR,HYD-ISK-AMD-NMI-AMD,2026-04-24T00:35:17Z,2026-04-24
0,1199,3,NMI-AMD,2026-04-26 21:05:00,2026-04-26T15:35:00Z,20418.0,78812,,True,True,L4,HYD-ISK-AMD-NMI-AMD,,20418.0,78812.0,4.0,12.0,7.75,7.825949367088608,9.824683544303797,2.175316455696203,8.0,5.666666666666667,6.698523206751056,1.3014767932489446,-1.0,0.17531645569620313,90.41155359775193,,2026-04-26,20418:7-78812:5,Yet to Report,2026-04-26T14:50:00Z,2026-04-26T22:35:00Z,2026-04-27T00:36:00Z,L4,ATR,HYD-ISK-AMD-NMI-AMD,2026-04-25T00:33:45Z,2026-04-25
0,3909,0,DEL-HYD,2026-04-25 17:15:00,2026-04-25T11:45:00Z,22464.0,69117,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,22464.0,69117.0,4.0,12.0,10.583333333333334,10.5331715210356,12.753883495145631,-0.7538834951456319,8.0,7.083333333333333,7.39967637540453,0.6003236245954696,,,78.62048410991939,,2026-04-25,22464:3-69117:5,Yet to Report,2026-04-25T10:45:00Z,2026-04-25T21:15:00Z,2026-04-25T23:29:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-25T00:33:45Z,2026-04-25
0,3909,1,HYD-🛧DEL,2026-04-25 17:15:00,2026-04-25T11:45:00Z,22464.0,69117,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,22464.0,69117.0,4.0,12.0,10.583333333333334,10.5331715210356,12.753883495145631,-0.7538834951456319,8.0,7.083333333333333,7.39967637540453,0.6003236245954696,,,78.62048410991939,,2026-04-25,22464:3-69117:5,Yet to Report,2026-04-25T10:45:00Z,2026-04-25T21:15:00Z,2026-04-25T23:29:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-25T00:33:45Z,2026-04-25
0,3909,2,🛧DEL-UDR,2026-04-25 17:15:00,2026-04-25T11:45:00Z,22464.0,69117,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,22464.0,69117.0,4.0,12.0,10.583333333333334,10.5331715210356,12.753883495145631,-0.7538834951456319,8.0,7.083333333333333,7.39967637540453,0.6003236245954696,,,78.62048410991939,,2026-04-25,22464:3-69117:5,Yet to Report,2026-04-25T10:45:00Z,2026-04-25T21:15:00Z,2026-04-25T23:29:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-25T00:33:45Z,2026-04-25
0,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
1,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
1,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
1,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
1,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
2,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
2,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
2,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
2,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
3,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
3,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,64978,,True,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
3,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
3,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
4,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
4,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
4,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
4,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
5,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
5,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
5,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
5,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
6,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
6,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
6,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
6,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
7,3909,0,DEL-HYD,2026-04-26 17:15:00,2026-04-26T11:45:00Z,6428.0,64978,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
7,3909,1,HYD-🛧DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,True,True,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
7,3909,2,🛧DEL-UDR,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
7,3909,3,UDR-DEL,2026-04-26 17:15:00,2026-04-26T11:45:00Z,,59757,,False,False,L4,DEL-HYD-🛧DEL-UDR-DEL,,6428.0,63606.82828282828,4.0,12.0,10.583333333333334,10.532828282828282,12.511111111111113,-0.5111111111111117,8.0,7.083333333333333,7.421212121212121,0.5787878787878794,,,78.29957078786218,,2026-04-26,-64978:7,Yet to Report,2026-04-26T10:45:00Z,2026-04-26T21:15:00Z,2026-04-26T23:01:00Z,L4,Airbus,DEL-HYD-🛧DEL-UDR-DEL,2026-04-26T00:17:46Z,2026-04-26
0,5941,0,NMI-🛧MAA,2026-04-25 19:15:00,2026-04-25T13:45:00Z,34072.0,58674,,False,False,L4,NMI-🛧MAA-VTZ-MAA-NMI,,34072.0,85715.64814814815,4.0,12.0,10.25,10.333333333333334,11.39298245614035,0.6070175438596491,8.0,6.25,6.3312865497076025,1.6687134502923981,-1.0,-1.3929824561403508,90.41155555487737,,2026-04-25,34072:5-58674:7,Yet to Report,2026-04-25T12:45:00Z,2026-04-25T23:05:00Z,2026-04-26T00:00:00Z,L4,Airbus,NMI-🛧MAA-VTZ-MAA-NMI,2026-04-25T00:33:45Z,2026-04-25
0,5941,1,🛧MAA-VTZ,2026-04-25 19:15:00,2026-04-25T13:45:00Z,34072.0,88475,,False,True,L4,NMI-🛧MAA-VTZ-🛧MAA-NMI,,34072.0,85715.64814814815,4.0,12.0,10.25,10.333333333333334,11.39298245614035,0.6070175438596491,8.0,6.25,6.3312865497076025,1.6687134502923981,-1.0,-1.3929824561403508,90.41155555487737,,2026-04-25,34072:5-58674:7,Yet to Report,2026-04-25T12:45:00Z,2026-04-25T23:05:00Z,2026-04-26T00:00:00Z,L4,Airbus,NMI-🛧MAA-VTZ-MAA-NMI,2026-04-25T00:33:45Z,2026-04-25
